iter	Passed	Remaining
1661	498000	101277
1662	498359	100990
1663	498700	100699
1664	498928	100385
1665	499163	100072
1666	499546	99789
1667	499887	99497
1668	500247	99210
1669	500496	98900
1670	500733	98588
1671	501037	98289
1672	501466	98015
1673	501950	97751
1674	502241	97449
1675	502563	97154
1676	502927	96866
1677	503191	96559
1678	503401	96242
1679	503884	95978
1680	504160	95673
1681	504495	95380
1682	504860	95092
1683	505086	94778
1684	505318	94466
1685	505658	94173
1686	506024	93886
1687	506199	93563
1688	506459	93255
1689	506725	92949
1690	506882	92623
1691	507241	92334
1692	507316	91994
1693	507674	91705
1694	507822	91378
1695	508095	91073
1696	508464	90786
1697	508861	90504
1698	509224	90215
1699	509473	89907
1700	509754	89604
1701	510020	89298
1702	510380	89009
1703	510548	88686
1704	510818	88382
1705	511114	88081
1706	511205	87746
1707	511307	87413
1708	511620	87116
1709	511847	86804
1710	512046	86488
1711	512407	86199
1712	512485	85863
1713	512957	85592
1714	513274	85296
1715	513568	84996
1716	513719	84672
1717	514078	84383
1718	514321	84074
1719	514517	83758
1720	514880	83469
1721	515025	83145
1722	515314	82845
1723	515531	82532
1724	515780	82225
1725	516128	81934
1726	516400	81631
1727	516618	81319
1728	516924	81021
1729	517286	80732
1730	517533	80425
1731	517951	80144
1732	518270	79848
1733	518521	79542
1734	518835	79245
1735	519197	78956
1736	519495	78657
1737	519742	78350
1738	520023	78048
1739	520360	77755
1740	520726	77465
1741	520995	77162
1742	521214	76851
1743	521522	76553
1744	521883	76263
1745	522222	75970
1746	522489	75666
1747	522774	75365
1748	523118	75073
1749	523423	74774
1750	523786	74484
1751	524107	74188
1752	524224	73863
1753	524585	73573
1754	524752	73256
1755	525226	72981
1756	525437	72670
1757	525798	72379
1758	525966	72062
1759	526231	71758
1760	526592	71468
1761	526913	71172
1762	527159	70865
1763	527403	70559
1764	527755	70267
1765	528103	69975
1766	528346	69668
1767	528691	69375
1768	528940	69070
1769	529299	68779
1770	529625	68483
1771	529864	68176
1772	530148	67875
1773	530477	67580
1774	530837	67289
1775	531197	66997
1776	531450	66692
1777	531686	66386
1778	531993	66087
1779	532353	65796
1780	532638	65495
1781	532884	65190
1782	533145	64886
1783	533505	64594
1784	533847	64300
1785	534099	63996
1786	534320	63687
1787	534666	63394
1788	535032	63103
1789	535377	62809
1790	535730	62516
1791	535979	62211
1792	536223	61906
1793	536582	61614
1794	536909	61318
1795	537143	61011
1796	537538	60723
1797	538014	60444
1798	538155	60127
1799	538513	59834
1800	538873	59542
1801	539181	59244
1802	539429	58939
1803	539683	58635
1804	540042	58342
1805	540363	58045
1806	540801	57761
1807	541108	57462
1808	541306	57152
1809	541620	56855
1810	541983	56562
1811	542302	56265
1812	542571	55962
1813	542811	55657
1814	543156	55363
1815	543520	55070
1816	543835	54772
1817	544075	54467
1818	544316	54162
1819	544676	53869
1820	545036	53575
1821	545267	53269
1822	545750	52988
1823	546077	52691
1824	546316	52386
1825	546586	52084
1826	546947	51790
1827	547288	51495
1828	547522	51189
1829	547758	50884
1830	548097	50588
1831	548460	50295
1832	548710	49991
1833	549007	49692
1834	549259	49388
1835	549619	49094
1836	549931	48796
1837	550254	48499
1838	550588	48202
1839	550803	47895
1840	551063	47593
1841	551325	47290
1842	551608	46989
1843	551969	46695
1844	552314	46400
1845	552571	46097
1846	552836	45795
1847	553129	45495
1848	553494	45201
1849	553814	44903
1850	554051	44599
1851	554289	44295
1852	554768	44010
1853	555246	43724
1854	555512	43422
1855	555861	43127
1856	556116	42824
1857	556306	42516
1858	556665	42221
1859	557005	41925
1860	557228	41619
1861	557705	41333
1862	558036	41036
1863	558281	40732
1864	558603	40435
1865	558961	40139
1866	559174	39834
1867	559442	39532
1868	559766	39234
1869	560126	38939
1870	560365	38635
1871	560631	38333
1872	560925	38033
1873	561286	37738
1874	561638	37442
1875	561871	37138
1876	562353	36851
1877	562617	36549
1878	562864	36246
1879	563222	35950
1880	563583	35654
1881	563864	35353
1882	564146	35053
1883	564383	34749
1884	564738	34453
1885	565092	34157
1886	565331	33854
1887	565586	33551
1888	565895	33252
1889	566256	32956
1890	566567	32657
1891	566819	32355
1892	567299	32066
1893	567537	31762
1894	567827	31462
1895	568190	31166
1896	568512	30868
1897	568738	30564
1898	568989	30262
1899	569348	29965
1900	569665	29666
1901	569901	29364
1902	570150	29061
1903	570523	28765
1904	570886	28469
1905	571245	28172
1906	571486	27870
1907	571740	27568
1908	572046	27268
1909	572366	26970
1910	572798	26676
1911	573142	26378
1912	573387	26076
1913	573619	25773
1914	573966	25476
1915	574326	25179
1916	574402	24869
1917	574761	24572
1918	574848	24264
1919	575212	23967
1920	575574	23670
1921	575854	23369
1922	576105	23068
1923	576375	22767
1924	576737	22470
1925	577016	22169
1926	577496	21877
1927	577910	21581
1928	578260	21283
1929	578442	20979
1930	578711	20678
1931	579070	20381
1932	579365	20081
1933	579829	19787
1934	580170	19488
1935	580370	19185
1936	580631	18884
1937	580955	18585
1938	581068	18280
1939	581428	17982
1940	581562	17677
1941	581858	17377
1942	582026	17074
1943	582299	16774
1944	582661	16476
1945	582807	16172
1946	583088	15872
1947	583285	15570
1948	583513	15268
1949	583870	14971
1950	584055	14668
1951	584337	14368
1952	584633	14069
1953	584762	13766
1954	585123	13468
1955	585368	13167
1956	585609	12867
1957	585928	12568
1958	586292	12270
1959	586519	11969
1960	586738	11668
1961	587085	11370
1962	587448	11072
1963	587722	10772
1964	587960	10472
1965	588251	10173
1966	588543	9873
1967	588686	9572
1968	589048	9274
1969	589232	8973
1970	589506	8673
1971	589818	8374
1972	589951	8073
1973	590307	7775
1974	590670	7476
1975	590960	7177
1976	591217	6878
1977	591473	6578
1978	591833	6280
1979	592199	5981
1980	592494	5682
1981	592714	5382
1982	593002	5083
1983	593446	4785
1984	593926	4488
1985	594232	4188
1986	594538	3889
1987	594902	3590
1988	595269	3292
1989	595479	2992
1990	595961	2693
1991	596427	2395
1992	596792	2096
1993	597071	1796
1994	597309	1497
1995	597608	1197
1996	597978	898
1997	598368	598
1998	598726	299
1999	598986	0
