iter	RMSE
1514	0.9745660368
1515	0.9745551339
1516	0.9745405847
1517	0.9745337833
1518	0.9745213724
1519	0.9745088913
1520	0.974499951
1521	0.9744842791
1522	0.9744798264
1523	0.9744729545
1524	0.9744581937
1525	0.9744491829
1526	0.9744428016
1527	0.9744326336
1528	0.9744193098
1529	0.9744098779
1530	0.9744009016
1531	0.9743910487
1532	0.974383545
1533	0.9743722193
1534	0.9743635933
1535	0.9743568959
1536	0.9743455698
1537	0.9743394684
1538	0.9743303162
1539	0.9743174118
1540	0.9743049281
1541	0.9742911116
1542	0.9742796444
1543	0.974267055
1544	0.9742576566
1545	0.9742511689
1546	0.974234476
1547	0.9742236044
1548	0.9742151875
1549	0.9742058238
1550	0.9741956532
1551	0.9741849215
1552	0.9741716644
1553	0.9741613182
1554	0.9741536374
1555	0.9741396434
1556	0.9741245619
1557	0.9741204583
1558	0.9741171263
1559	0.9741052713
1560	0.9740902244
1561	0.97408349
1562	0.9740760541
1563	0.9740576745
1564	0.9740490107
1565	0.9740338226
1566	0.9740158632
1567	0.9740029195
1568	0.9739976228
1569	0.9739875553
1570	0.9739775229
1571	0.9739660871
1572	0.9739516344
1573	0.9739394266
1574	0.9739296742
1575	0.9739235001
1576	0.9739120988
1577	0.9739044861
1578	0.9738900676
1579	0.9738736842
1580	0.9738635453
1581	0.9738581425
1582	0.9738418638
1583	0.973831479
1584	0.9738234447
1585	0.9738167436
1586	0.9737986047
1587	0.9737896931
1588	0.97378229
1589	0.9737688169
1590	0.9737605365
1591	0.9737528876
1592	0.9737383967
1593	0.973722116
1594	0.9737176598
1595	0.9737051333
1596	0.9736974839
1597	0.9736897293
1598	0.9736812727
1599	0.9736715178
1600	0.9736569905
1601	0.9736422525
1602	0.9736353396
1603	0.973629725
1604	0.9736161797
1605	0.9736055117
1606	0.9735959315
1607	0.9735830174
1608	0.9735717174
1609	0.973561084
1610	0.9735540652
1611	0.9735404136
1612	0.973528341
1613	0.9735139519
1614	0.9735056343
1615	0.9734967901
1616	0.9734928593
1617	0.9734802597
1618	0.973467695
1619	0.9734506377
1620	0.9734433373
1621	0.9734377567
1622	0.9734252617
1623	0.973412591
1624	0.9734001307
1625	0.9733859153
1626	0.9733782634
1627	0.9733621171
1628	0.9733479713
1629	0.9733397225
1630	0.9733366335
1631	0.9733298237
1632	0.9733174677
1633	0.973310377
1634	0.9733009343
1635	0.9732924393
1636	0.9732820837
1637	0.973269376
1638	0.9732523152
1639	0.9732366583
1640	0.9732270744
1641	0.973222967
1642	0.9732106097
1643	0.9731993756
1644	0.9731948468
1645	0.9731891594
1646	0.9731787676
1647	0.9731675332
1648	0.9731573869
1649	0.9731512078
1650	0.9731426413
1651	0.9731359004
1652	0.9731268422
1653	0.9731166253
1654	0.9731002289
1655	0.9730874486
1656	0.9730810584
1657	0.973074282
1658	0.9730692259
1659	0.9730538469
1660	0.9730421194
1661	0.9730323581
1662	0.9730263538
1663	0.9730158198
1664	0.9730071468
1665	0.9730045484
1666	0.9730006858
1667	0.9729910294
1668	0.9729845333
1669	0.97296824
1670	0.9729597772
1671	0.9729495585
1672	0.9729434835
1673	0.9729292965
1674	0.9729179187
1675	0.9729111762
1676	0.9729046444
1677	0.9728926341
1678	0.9728802023
1679	0.9728746536
1680	0.9728680864
1681	0.9728622216
1682	0.9728485953
1683	0.9728349337
1684	0.972825943
1685	0.9728126323
1686	0.9727987244
1687	0.9727910328
1688	0.9727859753
1689	0.9727805314
1690	0.9727761763
1691	0.9727614951
1692	0.9727482889
1693	0.9727386652
1694	0.972732378
1695	0.9727186446
1696	0.9727020659
1697	0.9726916689
1698	0.9726801126
1699	0.9726695398
1700	0.972653171
1701	0.9726454431
1702	0.9726319894
1703	0.9726161469
1704	0.972603571
1705	0.9725918381
1706	0.9725791566
1707	0.9725759598
1708	0.972561908
1709	0.9725511582
1710	0.9725421999
1711	0.9725311689
1712	0.9725234752
1713	0.972511671
1714	0.972508474
1715	0.972499937
1716	0.9724873245
1717	0.972474747
1718	0.9724627666
1719	0.9724506806
1720	0.9724347648
1721	0.9724305838
1722	0.9724246812
1723	0.9724196921
1724	0.9724097488
1725	0.9723975568
1726	0.9723832916
1727	0.9723812888
1728	0.972376194
1729	0.9723666368
1730	0.9723627366
1731	0.9723520198
1732	0.9723465032
1733	0.9723331157
1734	0.9723234878
1735	0.9723162141
1736	0.9723077808
1737	0.9722923546
1738	0.9722772445
1739	0.972269092
1740	0.9722663159
1741	0.9722594283
1742	0.9722559494
1743	0.9722453719
1744	0.9722281174
1745	0.9722198942
1746	0.972211706
1747	0.9722046423
1748	0.9721957863
1749	0.9721766683
1750	0.9721626107
1751	0.9721570579
1752	0.9721432109
1753	0.972132105
1754	0.9721252165
1755	0.9721182225
1756	0.9721124937
1757	0.9721002628
1758	0.9720898594
1759	0.9720766441
1760	0.9720715126
1761	0.9720649751
1762	0.9720566802
1763	0.9720484204
1764	0.9720381921
1765	0.9720323223
1766	0.9720150288
1767	0.9719995277
1768	0.971993517
1769	0.9719873306
1770	0.9719721102
1771	0.9719660994
1772	0.9719529878
1773	0.9719407549
1774	0.9719349196
1775	0.9719273266
1776	0.9719193821
1777	0.9719082385
1778	0.9719007508
1779	0.9718907319
1780	0.9718750882
1781	0.9718699205
1782	0.9718639442
1783	0.9718527648
1784	0.9718341322
1785	0.9718293158
1786	0.9718164134
1787	0.9718010497
1788	0.9717848772
1789	0.9717805528
1790	0.9717734157
1791	0.9717645558
1792	0.9717545706
1793	0.9717458512
1794	0.9717410343
1795	0.971726654
1796	0.9717202549
1797	0.9717081245
1798	0.9717038349
1799	0.9716942711
1800	0.9716873091
1801	0.9716810504
1802	0.9716755652
1803	0.9716693415
1804	0.9716559798
1805	0.9716425476
1806	0.9716293614
1807	0.9716101267
1808	0.9715966939
1809	0.9715912433
1810	0.971585195
1811	0.9715801663
1812	0.9715708123
1813	0.9715596296
1814	0.9715531238
1815	0.971543453
1816	0.9715349075
1817	0.971524287
1818	0.9715218956
1819	0.9715121894
1820	0.9715039249
1821	0.9714967506
1822	0.9714846526
1823	0.9714734337
1824	0.9714685804
1825	0.9714584867
1826	0.971445298
1827	0.9714338676
1828	0.9714272907
1829	0.9714188145
1830	0.9714131871
1831	0.9713991184
1832	0.9713874413
1833	0.9713753068
1834	0.9713636293
1835	0.9713502634
1836	0.9713407313
1837	0.9713327468
1838	0.9713213503
1839	0.9713142098
1840	0.9713036221
1841	0.9712969739
1842	0.971286175
1843	0.9712797729
1844	0.9712632048
1845	0.971257682
1846	0.9712511391
1847	0.971244983
1848	0.9712349574
1849	0.9712235949
1850	0.9712118453
1851	0.9712025933
1852	0.9711891548
1853	0.97117452
1854	0.9711623829
1855	0.9711555227
1856	0.971141978
1857	0.9711380377
1858	0.9711297349
1859	0.9711215375
1860	0.971107148
1861	0.9711029965
1862	0.9710966636
1863	0.9710877623
1864	0.9710824496
1865	0.9710749203
1866	0.9710675669
1867	0.97105286
1868	0.9710389268
1869	0.9710328398
1870	0.9710222842
1871	0.9710173934
1872	0.9710108137
1873	0.9709999763
1874	0.9709967744
1875	0.9709918131
1876	0.9709747122
1877	0.9709657746
1878	0.9709550776
1879	0.9709489548
1880	0.970936287
1881	0.9709223522
1882	0.9709172498
1883	0.9709103878
1884	0.9709012033
1885	0.9708906463
1886	0.9708772739
1887	0.9708649922
1888	0.9708471853
1889	0.9708418713
1890	0.9708358886
1891	0.9708262459
1892	0.9708229026
1893	0.9708190314
1894	0.9708156177
1895	0.9708029833
1896	0.9707895745
1897	0.9707804592
1898	0.9707669445
1899	0.9707517402
1900	0.9707398794
1901	0.9707322066
1902	0.9707227741
1903	0.9707188673
1904	0.9707048237
1905	0.9706952149
1906	0.9706846908
1907	0.9706778976
1908	0.9706669862
1909	0.9706586089
1910	0.9706509356
1911	0.970643755
1912	0.9706355887
1913	0.970629992
1914	0.9706212624
1915	0.9706163696
1916	0.9706088367
1917	0.9706010222
1918	0.9705869417
1919	0.9705772965
1920	0.9705692001
1921	0.9705615261
1922	0.9705501205
1923	0.9705374474
1924	0.9705306532
1925	0.9705160085
1926	0.970500061
1927	0.9704918584
1928	0.9704835148
1929	0.970470172
1930	0.9704649264
1931	0.9704589062
1932	0.9704505271
1933	0.9704426057
1934	0.9704365501
1935	0.9704328886
1936	0.9704161652
1937	0.9704077506
1938	0.9704005329
1939	0.9703856398
1940	0.9703780699
1941	0.9703709577
1942	0.970359233
1943	0.9703507475
1944	0.9703375437
1945	0.9703337409
1946	0.9703189172
1947	0.9703081426
1948	0.9703044806
1949	0.9702983538
1950	0.9702913818
1951	0.9702822971
1952	0.97027698
1953	0.9702728953
1954	0.9702658527
1955	0.9702534225
1956	0.9702416259
1957	0.9702296884
1958	0.970221096
1959	0.9702140531
1960	0.9702024674
1961	0.9701907758
1962	0.9701798589
1963	0.9701726748
1964	0.9701675684
1965	0.9701526365
1966	0.9701386552
1967	0.9701326682
1968	0.9701210815
1969	0.9701160453
1970	0.9701024861
1971	0.9700865318
1972	0.9700788892
1973	0.9700663156
1974	0.970054552
1975	0.9700464512
1976	0.9700383504
1977	0.9700303199
1978	0.970020634
1979	0.970012392
1980	0.9700002051
1981	0.9699941116
1982	0.9699831572
1983	0.9699768874
1984	0.9699705824
1985	0.9699659329
1986	0.9699542033
1987	0.9699469118
1988	0.9699423679
1989	0.9699320117
1990	0.969922043
1991	0.9699149979
1992	0.9699004496
1993	0.9698895646
1994	0.9698807227
1995	0.9698732898
1996	0.969861242
1997	0.9698459178
1998	0.9698364766
1999	0.9698238647
