iter	RMSE
220	0.9902989527
221	0.9902776311
222	0.9902640375
223	0.9902450613
224	0.9902316397
225	0.9902143881
226	0.990200276
227	0.9901910634
228	0.9901802635
229	0.990169705
230	0.9901552817
231	0.9901289191
232	0.9901079044
233	0.9900958268
234	0.9900708084
235	0.9900531398
236	0.9900279823
237	0.9900047913
238	0.9899854995
239	0.9899713497
240	0.9899571996
241	0.9899356636
242	0.9899193042
243	0.9899001143
244	0.9898870677
245	0.9898599386
246	0.9898499634
247	0.989825353
248	0.9898113735
249	0.9897904556
250	0.9897741973
251	0.9897604242
252	0.9897454081
253	0.9897287349
254	0.9897154444
255	0.9897030168
256	0.9896940066
257	0.9896795419
258	0.9896608307
259	0.9896513714
260	0.989639012
261	0.9896223025
262	0.9896029687
263	0.9895816321
264	0.9895633334
265	0.9895562554
266	0.98953768
267	0.9895154097
268	0.9894935188
269	0.9894746659
270	0.9894480089
271	0.9894408611
272	0.9894258057
273	0.9894129946
274	0.9893977315
275	0.989383228
276	0.9893606434
277	0.9893481077
278	0.9893263512
279	0.9893084622
280	0.9892973073
281	0.989283562
282	0.9892562782
283	0.9892413236
284	0.9892198755
285	0.9892127606
286	0.9891951458
287	0.9891631966
288	0.9891521092
289	0.9891336298
290	0.9891237509
291	0.9891062382
292	0.9890883451
293	0.9890721789
294	0.9890547689
295	0.9890450965
296	0.9890296205
297	0.9890154916
298	0.989001397
299	0.988989824
300	0.9889735526
301	0.9889603211
302	0.9889532043
303	0.9889370359
304	0.9889280879
305	0.9889134047
306	0.988889151
307	0.9888766439
308	0.9888639293
309	0.9888482087
310	0.9888307256
311	0.988817423
312	0.9887933398
313	0.9887781708
314	0.9887606174
315	0.9887463809
316	0.9887380186
317	0.9887177692
318	0.9886926468
319	0.9886853898
320	0.9886767851
321	0.9886663142
322	0.9886481368
323	0.9886307538
324	0.9886187273
325	0.988607219
326	0.9885949157
327	0.9885835108
328	0.9885737992
329	0.9885626015
330	0.9885487078
331	0.9885391687
332	0.9885217493
333	0.988513074
334	0.9885017373
335	0.988489087
336	0.9884763329
337	0.9884587396
338	0.9884421137
339	0.9884258678
340	0.9884101056
341	0.9883919926
342	0.9883705607
343	0.9883505111
344	0.9883395182
345	0.9883198483
346	0.9883036349
347	0.9882855199
348	0.9882660909
349	0.9882546822
350	0.9882371195
351	0.9882233249
352	0.9882138173
353	0.9881947671
354	0.9881845677
355	0.9881621287
356	0.988148091
357	0.9881372342
358	0.9881147595
359	0.9880989577
360	0.9880800783
361	0.9880675609
362	0.9880522771
363	0.9880300079
364	0.9880121646
365	0.9880011679
366	0.9879789322
367	0.9879637853
368	0.9879468745
369	0.9879295484
370	0.9879130865
371	0.9878978695
372	0.9878826868
373	0.9878725879
374	0.9878474095
375	0.9878292861
376	0.9878108165
377	0.9877962205
378	0.9877755021
379	0.9877565126
380	0.9877367619
381	0.9877204352
382	0.9877064951
383	0.9876907214
384	0.9876725951
385	0.9876574782
386	0.9876451284
387	0.9876319483
388	0.9876166923
389	0.9876076978
390	0.9875854186
391	0.9875647649
392	0.9875486429
393	0.9875385753
394	0.9875234562
395	0.9875051539
396	0.987494982
397	0.9874688943
398	0.9874512138
399	0.9874385155
400	0.9874321836
401	0.9874178934
402	0.9874020458
403	0.9873811461
404	0.9873692428
405	0.9873543288
406	0.9873409025
407	0.9873309019
408	0.9873217663
409	0.9873151222
410	0.9873073707
411	0.9872978888
412	0.987278994
413	0.9872673663
414	0.9872500629
415	0.9872350433
416	0.9872186391
417	0.9872033767
418	0.9871870758
419	0.9871691826
420	0.9871522582
421	0.9871425326
422	0.9871332222
423	0.9871237733
424	0.9871158472
425	0.9870995448
426	0.9870881919
427	0.9870675624
428	0.9870492863
429	0.9870451672
430	0.9870340906
431	0.9870302829
432	0.9870165753
433	0.9869958059
434	0.9869866326
435	0.9869686665
436	0.9869648933
437	0.986954058
438	0.9869377877
439	0.9869292023
440	0.986916705
441	0.9869039652
442	0.9868890095
443	0.9868775503
444	0.9868578166
445	0.9868479842
446	0.986836386
447	0.9868233682
448	0.9868129468
449	0.9867935581
450	0.986776731
451	0.9867668286
452	0.9867554718
453	0.9867402369
454	0.9867230628
455	0.986717488
456	0.9867022179
457	0.9866828962
458	0.986672508
459	0.9866558175
460	0.9866450827
461	0.9866388496
462	0.98662808
463	0.9866152326
464	0.9865959784
465	0.9865854162
466	0.9865690359
467	0.9865619018
468	0.9865474951
469	0.9865340925
470	0.9865165684
471	0.9865047585
472	0.9864860564
473	0.9864724451
474	0.9864644445
475	0.9864461572
476	0.9864414122
477	0.9864297399
478	0.9864153313
479	0.986393233
480	0.9863770572
481	0.9863665619
482	0.9863468873
483	0.9863383314
484	0.986330018
485	0.9863225358
486	0.9863052851
487	0.9862980453
488	0.9862787156
489	0.9862689814
490	0.9862550554
491	0.9862411292
492	0.9862286924
493	0.986216983
494	0.9862122022
495	0.9862045113
496	0.9861989683
497	0.9861898222
498	0.9861777659
499	0.9861618984
500	0.9861424276
501	0.9861249312
502	0.9861055635
503	0.986090769
504	0.9860676239
505	0.9860477354
506	0.9860245547
507	0.9860132587
508	0.986001616
509	0.9859810331
510	0.9859750037
511	0.985960831
512	0.9859476283
513	0.9859345987
514	0.9859217423
515	0.9859063212
516	0.9858955437
517	0.9858822015
518	0.985859918
519	0.9858438375
520	0.9858295935
521	0.9858165277
522	0.9858097695
523	0.9857900144
524	0.9857807952
525	0.9857671396
526	0.9857571923
527	0.9857461359
528	0.9857277313
529	0.9857167785
530	0.985702498
531	0.985683746
532	0.9856750111
533	0.9856598981
534	0.985643641
535	0.9856365003
536	0.9856181283
537	0.9856057184
538	0.9855848499
539	0.9855780554
540	0.985558053
541	0.9855397142
542	0.9855249805
543	0.985512396
544	0.9854963445
545	0.9854802581
546	0.9854715907
547	0.9854468016
548	0.9854271433
549	0.985413136
550	0.9854007235
551	0.9853761753
552	0.9853666749
553	0.985345732
554	0.9853345322
555	0.9853126524
556	0.9852995797
557	0.9852933728
558	0.9852850852
559	0.9852704864
560	0.9852551245
561	0.9852510673
562	0.9852418084
563	0.9852207588
564	0.9852121585
565	0.9852028645
566	0.9851854902
567	0.9851739071
568	0.9851662428
569	0.9851512954
570	0.9851335733
571	0.9851254925
572	0.985110059
573	0.9850870296
574	0.9850719076
575	0.985057271
576	0.9850464495
577	0.9850333386
578	0.9850225168
579	0.9850174874
580	0.9850073592
581	0.9849957046
582	0.9849759332
583	0.984965423
584	0.9849579652
585	0.9849400314
586	0.9849313593
587	0.9849133904
588	0.98490562
589	0.98489556
590	0.9848876507
591	0.9848753703
592	0.9848537231
593	0.9848392914
594	0.9848308265
595	0.984819829
596	0.9848064376
597	0.9847886052
598	0.9847797583
599	0.984766297
600	0.984751864
601	0.9847458964
602	0.9847306304
603	0.9847144968
604	0.9847000283
605	0.9846856638
606	0.9846680374
607	0.9846553379
608	0.984644616
609	0.9846180017
610	0.9846080082
611	0.9845909356
612	0.98457709
613	0.984562099
614	0.9845461361
615	0.9845394732
616	0.984527015
617	0.9845180616
618	0.9845050131
619	0.9844867588
620	0.9844742305
621	0.9844663872
622	0.9844618408
623	0.984451221
624	0.9844403928
625	0.9844258162
626	0.9844165842
627	0.984404055
628	0.9843959335
629	0.9843758376
630	0.9843643144
631	0.9843541794
632	0.984344808
633	0.9843348811
634	0.9843237392
635	0.9843045791
636	0.9842948253
637	0.984282121
638	0.9842687917
639	0.9842598012
640	0.9842459856
641	0.9842372727
642	0.9842240816
643	0.9842055097
644	0.9841941233
645	0.9841894369
646	0.9841711073
647	0.9841562837
648	0.9841502084
649	0.9841352456
650	0.9841232683
651	0.98410893
652	0.9841012921
653	0.9840778572
654	0.9840649418
655	0.9840509498
656	0.9840398048
657	0.9840182434
658	0.9840089034
659	0.9839889038
660	0.9839713691
661	0.9839537994
662	0.9839317153
663	0.9839251524
664	0.9839072694
665	0.9838978936
666	0.983891018
667	0.9838825798
668	0.9838777529
669	0.9838714675
670	0.9838634458
671	0.9838547989
672	0.9838398316
673	0.9838237181
674	0.9838130913
675	0.9837990611
676	0.9837894065
677	0.9837727712
678	0.9837656864
679	0.9837509956
680	0.9837340471
681	0.9837258158
682	0.983713382
683	0.9837065051
684	0.9836865341
685	0.9836739261
686	0.983670557
687	0.9836578099
688	0.9836420755
689	0.9836354065
690	0.9836250556
691	0.9836161982
692	0.9836059861
693	0.9835869509
694	0.9835721533
695	0.983564928
696	0.9835495048
697	0.9835362697
698	0.9835242851
699	0.9835011491
700	0.9834805834
701	0.983465263
702	0.9834610247
703	0.9834537292
704	0.9834408402
705	0.9834303483
706	0.9834162779
707	0.9834097116
708	0.9834004354
709	0.9833971348
710	0.9833810488
711	0.9833715986
712	0.9833532885
713	0.9833414754
714	0.9833315036
715	0.9833268477
716	0.9833129495
717	0.9833014486
718	0.9832917544
719	0.9832784117
720	0.9832641306
721	0.9832525944
722	0.9832376527
723	0.9832200003
724	0.9832033554
725	0.983193278
726	0.9831796559
727	0.9831574501
728	0.9831381977
729	0.9831269033
730	0.9831169641
731	0.9831082411
732	0.9830987883
733	0.9830819328
734	0.9830745302
735	0.9830665019
736	0.9830589602
737	0.9830527391
738	0.9830397407
739	0.9830269158
740	0.9830151683
741	0.9830031426
742	0.9829947314
743	0.9829838524
744	0.9829750935
745	0.982955629
746	0.9829398139
747	0.9829364422
748	0.9829287605
749	0.9829176374
750	0.9829104421
751	0.9828992146
752	0.9828864227
753	0.9828698764
754	0.9828576056
755	0.9828438746
756	0.982821105
757	0.9827992387
758	0.9827932941
759	0.9827844987
760	0.9827727483
761	0.982760059
762	0.9827509505
763	0.9827391649
764	0.9827343672
765	0.9827270315
766	0.982715489
767	0.9826949415
768	0.982684546
769	0.9826808606
770	0.9826695609
771	0.9826583306
772	0.9826470306
773	0.9826274553
774	0.982618276
775	0.9826047851
776	0.9825961271
777	0.9825800627
778	0.9825681708
779	0.9825455339
780	0.9825303032
781	0.9825167415
782	0.9825119079
783	0.982495877
784	0.9824794632
785	0.9824669093
786	0.9824499734
787	0.9824399926
788	0.9824303246
789	0.9824105016
790	0.982400103
791	0.9823929735
792	0.9823836876
793	0.9823659156
794	0.9823556209
795	0.9823427176
796	0.9823246318
797	0.9823124237
798	0.9823020589
799	0.9822979546
800	0.9822839375
801	0.9822741637
802	0.9822649115
803	0.9822548245
804	0.9822427199
805	0.9822345805
806	0.9822286324
807	0.9822196581
808	0.9822067182
809	0.9821963522
810	0.9821878994
811	0.9821645232
812	0.982150052
813	0.9821368329
814	0.982123057
815	0.9821109508
816	0.9821030886
817	0.9820926868
818	0.9820772752
819	0.9820668383
820	0.9820578277
821	0.9820395279
822	0.9820308998
823	0.9820169136
824	0.9820038667
825	0.9819981608
826	0.981986401
827	0.9819717879
828	0.9819514685
829	0.9819385947
830	0.9819295829
831	0.9819193184
832	0.9819128813
833	0.9818956227
834	0.981873701
835	0.9818639927
836	0.9818526488
837	0.9818380686
838	0.9818301695
839	0.9818229662
840	0.9818042096
841	0.9817983634
842	0.9817837476
843	0.9817731683
844	0.9817626238
845	0.9817553505
846	0.9817435181
847	0.981727405
848	0.9817117788
849	0.9817015121
850	0.9816944819
851	0.9816899923
852	0.9816702587
853	0.9816604091
854	0.9816552233
855	0.9816290152
856	0.9816131439
857	0.9815997435
858	0.9815833148
859	0.9815715848
860	0.9815649017
861	0.9815532411
862	0.9815328434
863	0.9815204514
864	0.9815002967
865	0.9814890878
866	0.9814761383
867	0.9814695939
868	0.9814565397
869	0.9814412225
870	0.9814209617
871	0.981410483
872	0.9813930763
873	0.9813837114
874	0.981378733
875	0.9813694027
876	0.9813658168
877	0.9813591324
878	0.9813459374
879	0.9813308275
880	0.9813204523
881	0.9813091021
882	0.9812992489
883	0.9812835463
884	0.9812708726
885	0.9812640135
886	0.9812554481
887	0.9812468479
888	0.9812334774
889	0.9812215691
890	0.9812146051
891	0.9812024528
892	0.9811939566
893	0.9811848335
894	0.9811754666
895	0.9811667612
896	0.9811490019
897	0.9811421071
898	0.9811338541
899	0.9811215267
900	0.981115363
901	0.9811087813
902	0.981089036
903	0.9810763946
904	0.9810606885
905	0.9810565094
906	0.9810478726
907	0.9810364496
908	0.9810214045
909	0.9810051402
910	0.9809988364
911	0.980982328
912	0.9809675258
913	0.9809614308
914	0.9809541515
915	0.9809422746
916	0.9809307459
917	0.9809238147
918	0.9809052151
919	0.9808921534
920	0.9808880084
921	0.9808783949
922	0.9808639395
923	0.9808490311
924	0.9808323808
925	0.9808245083
926	0.9808133266
927	0.9807978949
928	0.9807885591
929	0.9807762971
930	0.9807676926
931	0.9807558484
932	0.9807451884
933	0.9807383604
934	0.9807279789
935	0.9807197573
936	0.9807128594
937	0.9807044286
938	0.9806961371
939	0.9806781254
940	0.9806705305
941	0.9806592076
942	0.9806419967
943	0.980633182
944	0.9806196637
945	0.9806126955
946	0.9805949959
947	0.9805886894
948	0.9805771217
949	0.9805636027
950	0.9805529406
951	0.9805459022
952	0.9805330099
953	0.9805204311
954	0.9805134621
955	0.980505622
956	0.980487119
957	0.9804756198
958	0.9804572556
959	0.9804437001
960	0.9804335943
961	0.9804220596
962	0.980406099
963	0.9803986413
964	0.9803855729
965	0.9803796136
966	0.9803677995
967	0.9803552882
968	0.9803415222
969	0.9803315896
970	0.9803215174
971	0.9803093541
972	0.9802948903
973	0.9802807749
974	0.9802730723
975	0.9802667638
976	0.9802571441
977	0.9802445966
978	0.980227448
979	0.9802205467
980	0.9802072667
981	0.9801962871
982	0.9801804622
983	0.9801666589
984	0.9801562016
985	0.9801410733
986	0.9801389818
987	0.9801254219
988	0.9801100839
989	0.980102624
990	0.9800974996
991	0.980089691
992	0.9800781871
993	0.9800711453
994	0.9800653933
995	0.9800535057
996	0.9800417573
997	0.9800309153
998	0.9800211539
999	0.9800111483
1000	0.9799980049
1001	0.9799895331
1002	0.9799793878
1003	0.9799689983
1004	0.9799551222
1005	0.9799472427
1006	0.979929287
1007	0.979918374
1008	0.9799070076
1009	0.9799035209
1010	0.9798897485
1011	0.9798777193
1012	0.979859588
1013	0.9798477328
1014	0.9798342385
1015	0.9798236731
1016	0.9798171874
1017	0.9798085745
1018	0.979795289
1019	0.9797749941
1020	0.9797600692
1021	0.9797488404
1022	0.9797378207
1023	0.9797293816
1024	0.9797145954
1025	0.9797052841
1026	0.9796926249
1027	0.9796808374
1028	0.9796572619
1029	0.9796466597
1030	0.9796261875
1031	0.9796216186
1032	0.9796074586
1033	0.9795982161
1034	0.9795843697
1035	0.9795741155
1036	0.9795711857
1037	0.9795603733
1038	0.9795526651
1039	0.9795401434
1040	0.9795204362
1041	0.9795097977
1042	0.9794950082
1043	0.9794853461
1044	0.9794712887
1045	0.9794589404
1046	0.9794484756
1047	0.979437313
1048	0.9794278248
1049	0.9794179178
1050	0.9794041734
1051	0.9793898009
1052	0.9793743817
1053	0.9793650672
1054	0.9793599739
1055	0.9793544968
1056	0.9793398794
1057	0.9793281225
1058	0.9793197495
1059	0.9793089344
1060	0.9792874782
1061	0.9792799422
1062	0.979271534
1063	0.9792575084
1064	0.9792485418
1065	0.9792375165
1066	0.9792307128
1067	0.979225863
1068	0.9792206294
1069	0.9792039863
1070	0.979195368
1071	0.9791873778
1072	0.9791772939
1073	0.9791576144
1074	0.9791517523
1075	0.979142331
1076	0.9791342356
1077	0.9791254772
1078	0.9791142063
1079	0.9791050638
1080	0.9790930598
1081	0.9790778104
1082	0.9790636774
1083	0.979052336
1084	0.9790381328
1085	0.979023755
1086	0.9790147861
1087	0.9789987677
1088	0.9789895544
1089	0.9789840403
1090	0.9789712321
1091	0.9789602386
1092	0.9789459992
1093	0.9789280601
1094	0.978919579
1095	0.9789130524
1096	0.9788993707
1097	0.9788855842
1098	0.9788735775
1099	0.9788595463
1100	0.9788525655
1101	0.9788452007
1102	0.9788365444
1103	0.978819825
1104	0.9788116222
1105	0.9788030005
1106	0.978787223
1107	0.9787701536
1108	0.9787586342
1109	0.9787491743
1110	0.978737899
1111	0.9787241451
1112	0.9787183153
1113	0.978710007
1114	0.9786948912
1115	0.9786774711
1116	0.9786625294
1117	0.9786562454
1118	0.9786463306
1119	0.978641862
1120	0.9786337974
1121	0.9786280369
1122	0.9786202515
1123	0.9786069498
1124	0.9785934035
1125	0.9785768894
1126	0.9785642505
1127	0.9785474914
1128	0.9785409972
1129	0.9785324779
1130	0.9785193845
1131	0.9785042658
1132	0.9784922894
1133	0.9784847124
1134	0.9784750403
1135	0.9784655426
1136	0.9784508072
1137	0.9784420426
1138	0.9784332431
1139	0.9784197643
1140	0.9784067392
1141	0.9783966124
1142	0.9783799901
1143	0.9783729361
1144	0.9783563484
1145	0.9783496434
1146	0.9783418208
1147	0.9783313092
1148	0.9783121714
1149	0.978296805
1150	0.9782890519
1151	0.9782788889
1152	0.9782724627
1153	0.9782600993
1154	0.9782478754
1155	0.9782417634
1156	0.9782295043
1157	0.9782204235
1158	0.9782084436
1159	0.978201039
1160	0.9781943329
1161	0.9781890589
1162	0.9781774628
1163	0.9781582871
1164	0.9781437915
1165	0.978137609
1166	0.9781343954
1167	0.9781204933
1168	0.9781138566
1169	0.9780954131
1170	0.9780816502
1171	0.9780675028
1172	0.9780527963
1173	0.9780382992
1174	0.9780230333
1175	0.9780029811
1176	0.9779891121
1177	0.9779762909
1178	0.9779542814
1179	0.9779464208
1180	0.9779414947
1181	0.97792193
1182	0.9779114139
1183	0.9778959364
1184	0.9778800393
1185	0.9778754624
1186	0.9778671469
1187	0.9778583072
1188	0.977846253
1189	0.9778334299
1190	0.9778193838
1191	0.9778071893
1192	0.9777976503
1193	0.9777916053
1194	0.9777797949
1195	0.9777770344
1196	0.9777685084
1197	0.9777619741
1198	0.9777566278
1199	0.9777442928
1200	0.977740449
1201	0.9777356617
1202	0.9777293368
1203	0.9777167219
1204	0.9777047708
1205	0.9777006123
1206	0.9776912469
1207	0.9776780025
1208	0.9776689515
1209	0.9776636047
1210	0.9776451527
1211	0.9776325717
1212	0.9776248482
1213	0.9776133852
1214	0.9776083177
1215	0.9776003844
1216	0.9775947926
1217	0.977586265
1218	0.9775816517
1219	0.9775754656
1220	0.9775613109
1221	0.9775463521
1222	0.9775325115
1223	0.9775268844
1224	0.9775130785
1225	0.9775021734
1226	0.9774945888
1227	0.977485536
1228	0.977476623
1229	0.9774659622
1230	0.9774611735
1231	0.9774529594
1232	0.9774404108
1233	0.9774307284
1234	0.9774173755
1235	0.9774068539
1236	0.9773905295
1237	0.9773760924
1238	0.9773686466
1239	0.9773610959
1240	0.9773584391
1241	0.9773500143
1242	0.9773438268
1243	0.9773341084
1244	0.9773229567
1245	0.9773084487
1246	0.9772998138
1247	0.9772914934
1248	0.977279607
1249	0.9772717059
1250	0.977260029
1251	0.9772470584
1252	0.9772326193
1253	0.977221816
1254	0.977214334
1255	0.9772058031
1256	0.9771971323
1257	0.9771836364
1258	0.9771754199
1259	0.9771700005
1260	0.9771595112
1261	0.977140735
1262	0.9771376231
1263	0.9771295461
1264	0.9771165038
1265	0.9770988808
1266	0.9770897894
1267	0.9770767466
1268	0.9770636687
1269	0.9770466391
1270	0.9770390859
1271	0.9770296792
1272	0.977013943
1273	0.9770091871
1274	0.9769992556
1275	0.976991632
1276	0.976977259
1277	0.9769653688
1278	0.9769604728
1279	0.9769565559
1280	0.9769482326
1281	0.9769316557
1282	0.9769191704
1283	0.9769088532
1284	0.9768947938
1285	0.9768799647
1286	0.9768738092
1287	0.97686573
1288	0.9768595394
1289	0.9768517748
1290	0.9768412821
1291	0.9768314888
1292	0.9768243886
1293	0.9768151547
1294	0.9768032276
1295	0.9767955675
1296	0.9767893415
1297	0.9767783584
1298	0.9767691241
1299	0.9767623033
1300	0.9767541182
1301	0.9767435195
1302	0.9767284083
1303	0.9767138915
1304	0.9767073151
1305	0.9766994095
1306	0.976690944
1307	0.976683528
1308	0.9766706197
1309	0.9766602299
1310	0.9766463069
1311	0.9766384007
1312	0.9766269611
1313	0.9766210489
1314	0.9766147168
1315	0.9766011079
1316	0.9765872539
1317	0.9765762336
1318	0.9765639536
1319	0.9765552421
1320	0.9765449911
1321	0.9765331656
1322	0.9765173514
1323	0.9765075548
1324	0.976501117
1325	0.9764937695
1326	0.976486177
1327	0.9764818034
1328	0.9764743857
1329	0.976466968
1330	0.9764562962
1331	0.9764497531
1332	0.9764436648
1333	0.9764325379
1334	0.97642463
1335	0.9764126631
1336	0.9764051749
1337	0.9763969519
1338	0.9763908283
1339	0.9763778111
1340	0.9763665085
1341	0.9763549258
1342	0.9763492918
1343	0.9763436228
1344	0.9763278405
1345	0.9763180421
1346	0.9763024693
1347	0.9762942454
1348	0.9762888561
1349	0.9762802471
1350	0.9762712181
1351	0.9762649887
1352	0.9762544897
1353	0.97625029
1354	0.9762440955
1355	0.9762366761
1356	0.9762236219
1357	0.9762124225
1358	0.9761955881
1359	0.9761858583
1360	0.9761776334
1361	0.9761623034
1362	0.9761514182
1363	0.9761390629
1364	0.9761318527
1365	0.9761228923
1366	0.9761102216
1367	0.9760965357
1368	0.9760866999
1369	0.9760776341
1370	0.9760699684
1371	0.9760655579
1372	0.976057262
1373	0.9760472858
1374	0.9760442404
1375	0.9760306936
1376	0.9760248827
1377	0.9760104255
1378	0.976001674
1379	0.9759950929
1380	0.9759837858
1381	0.9759636918
1382	0.9759500038
1383	0.9759403065
1384	0.9759210869
1385	0.9759150653
1386	0.9759069782
1387	0.9759007465
1388	0.9758945848
1389	0.975885132
1390	0.9758806857
1391	0.9758707778
1392	0.975858734
1393	0.9758513466
1394	0.9758365367
1395	0.9758279937
1396	0.975817385
1397	0.9758052355
1398	0.9757938212
1399	0.9757872737
1400	0.9757671056
1401	0.9757485477
1402	0.9757363974
1403	0.9757206403
1404	0.9757055483
1405	0.9756909462
1406	0.9756712664
1407	0.9756613563
1408	0.9756478041
1409	0.9756381739
1410	0.9756260222
1411	0.9756196136
1412	0.9756139404
1413	0.9756048702
1414	0.9755851536
1415	0.975577449
1416	0.9755680282
1417	0.9755504122
1418	0.975537524
1419	0.9755262466
1420	0.9755158097
1421	0.9755072639
1422	0.9755010997
1423	0.9754868449
1424	0.9754768278
1425	0.9754600858
1426	0.9754502086
1427	0.9754395957
1428	0.9754239038
1429	0.975407336
1430	0.9753998402
1431	0.9753940606
1432	0.97538082
1433	0.9753663182
1434	0.9753591022
1435	0.9753441096
1436	0.9753388902
1437	0.9753299225
1438	0.97532698
1439	0.9753168912
1440	0.975310936
1441	0.9752948918
1442	0.9752922644
1443	0.9752765352
1444	0.9752627325
1445	0.9752534488
1446	0.9752413273
1447	0.9752365628
1448	0.9752307472
1449	0.9752238105
1450	0.9752176796
1451	0.9752070642
1452	0.9751980603
1453	0.9751916839
1454	0.9751787909
1455	0.9751717137
1456	0.9751651269
1457	0.9751576292
1458	0.9751513927
1459	0.9751414423
1460	0.9751357663
1461	0.9751208754
1462	0.9751087523
1463	0.9751035667
1464	0.9750941413
1465	0.9750806163
1466	0.9750701396
1467	0.9750595927
1468	0.9750434041
1469	0.9750376925
1470	0.9750273905
1471	0.9750195764
1472	0.9750065059
1473	0.9749950472
1474	0.9749794182
1475	0.9749715336
1476	0.9749647002
1477	0.9749548179
1478	0.9749463023
1479	0.9749337915
1480	0.9749176009
1481	0.9749041085
1482	0.9748935948
1483	0.9748834315
1484	0.974876247
1485	0.9748694129
1486	0.974857497
1487	0.9748453005
1488	0.9748349615
1489	0.9748217834
1490	0.97481572
1491	0.9748058713
1492	0.9747950761
1493	0.9747782523
1494	0.974761323
1495	0.9747525603
1496	0.974739276
1497	0.9747279894
1498	0.9747195068
1499	0.974712251
1500	0.9746966176
1501	0.9746900276
1502	0.9746821406
1503	0.9746764619
1504	0.9746584793
1505	0.9746511529
1506	0.9746367103
1507	0.9746255978
1508	0.9746192177
1509	0.9746120313
1510	0.9745980088
1511	0.9745943279
1512	0.9745854235
1513	0.9745750466
